Episode,DDPG,RAM,FAM,DQN
1,0.4821142492558885,0.5972054562934849,0.6,0.5485942421842126
2,0.4507912207782616,0.5655609947222737,0.5715893717571364,0.511893954682004
3,0.4465030873238371,0.5635129084162867,0.5715893717571364,0.511893954682004
4,0.4465030873238371,0.5634854770817139,0.5715893717571364,0.511893954682004
5,0.4465030873238371,0.5097518163616438,0.534628286301903,0.511893954682004
6,0.4465030873238371,0.4867761630246152,0.5159770317604152,0.5099873680365696
7,0.44537924317335165,0.4867761630246152,0.5159770317604152,0.49014851606180027
8,0.44537924317335165,0.4867761630246152,0.5159770317604152,0.49014851606180027
9,0.44537924317335165,0.48338522479035195,0.5008607984962652,0.4792701480189338
10,0.44458501082539925,0.48338522479035195,0.5008607984962652,0.4792701480189338
11,0.44458501082539925,0.4813989020071536,0.4878371924116724,0.4792701480189338
12,0.44396322062234794,0.4813989020071536,0.4878371924116724,0.4792701480189338
13,0.44248239394098626,0.4813989020071536,0.4878371924116724,0.4792701480189338
14,0.4373109962650603,0.4813989020071536,0.4878371924116724,0.4792701480189338
15,0.4373109962650603,0.4813989020071536,0.4878371924116724,0.4792701480189338
16,0.4373109962650603,0.4813989020071536,0.4878371924116724,0.4792701480189338
17,0.43634877220234225,0.4813989020071536,0.4878371924116724,0.4792701480189338
18,0.43634877220234225,0.4813989020071536,0.4878371924116724,0.4792701480189338
19,0.43515447986048683,0.4813989020071536,0.4878371924116724,0.4792701480189338
20,0.43515447986048683,0.4813989020071536,0.4878371924116724,0.4792701480189338
21,0.43385007662512215,0.4813989020071536,0.4878371924116724,0.4792701480189338
22,0.4337485640217305,0.4813989020071536,0.48762250788100053,0.4792701480189338
23,0.4337485640217305,0.4813989020071536,0.48762250788100053,0.4792701480189338
24,0.4337485640217305,0.4813989020071536,0.48762250788100053,0.4792701480189338
25,0.4337485640217305,0.47485448885214054,0.46836602906212477,0.4792701480189338
26,0.4337485640217305,0.47485448885214054,0.46667432703876816,0.4792701480189338
27,0.4337485640217305,0.47485448885214054,0.46667432703876816,0.4792701480189338
28,0.43322528256290394,0.4623357578081647,0.4666365937526541,0.4792701480189338
29,0.43322528256290394,0.4623357578081647,0.4666365937526541,0.4792701480189338
30,0.43322528256290394,0.4623357578081647,0.4666365937526541,0.4792701480189338
31,0.43212119490398593,0.4623357578081647,0.4666365937526541,0.4792701480189338
32,0.43212119490398593,0.4431606075263249,0.4385600313814228,0.4792701480189338
33,0.43212119490398593,0.4431606075263249,0.4385600313814228,0.4792701480189338
34,0.43212119490398593,0.4387791947203502,0.43707674690217246,0.4792701480189338
35,0.43212119490398593,0.4387791947203502,0.43707674690217246,0.4792701480189338
36,0.43212119490398593,0.4387791947203502,0.43707674690217246,0.4792701480189338
37,0.4304356294400199,0.4387791947203502,0.43707674690217246,0.4792701480189338
38,0.4304356294400199,0.4387791947203502,0.43707674690217246,0.4792701480189338
39,0.4304356294400199,0.4387791947203502,0.43707674690217246,0.4792701480189338
40,0.4304356294400199,0.4387791947203502,0.43707674690217246,0.4792701480189338
41,0.42950845486624456,0.4387791947203502,0.43707674690217246,0.4792701480189338
42,0.427307952113992,0.4387791947203502,0.43707674690217246,0.4792701480189338
43,0.427307952113992,0.4387791947203502,0.43707674690217246,0.4792701480189338
44,0.427307952113992,0.4387791947203502,0.43707674690217246,0.4792701480189338
45,0.427307952113992,0.4387791947203502,0.43707674690217246,0.4792701480189338
46,0.427307952113992,0.4387791947203502,0.4367433810975319,0.4792701480189338
47,0.4269508963510195,0.4387791947203502,0.4367433810975319,0.4792701480189338
48,0.4269508963510195,0.4387791947203502,0.4367433810975319,0.4792701480189338
49,0.4269508963510195,0.4387791947203502,0.4367433810975319,0.4792701480189338
50,0.4254995771716006,0.4387791947203502,0.4367433810975319,0.4792701480189338
